story_cluster_id,story_cluster_hint,canonical_event_type,event_name,event_location,event_date_reference,rumor_status,event_phase,rhetorical_frame_primary,newspaper_title,date,publication_place,news_origin_norm,transmission_formula,transmission_medium,probable_chain,source_criticism_note,needs_review,review_reason
GREEK_NAVAL_OPERATIONS_1824_33191A,GREEK_NAVAL_OPERATIONS_1824,naval_operation,Naval engagement near Samos and Echelle-Neuve,canal between Samos and Echelle-Neuve,9 août,reported,reported_account,military_strategic,Le Constitutionnel,1824-09-27,Paris,Gérigo,Suivant une lettre de Gérigo,letter,Gérigo -> Le Constitutionnel,"The information is based on a letter from Gérigo and other reports with varying details, indicating some uncertainty and possible exaggeration.",False,
GREEK_INDEPENDENCE_DIPLOMACY_1827_9A83DC,GREEK_INDEPENDENCE_DIPLOMACY_1827,diplomacy,Greek Independence Diplomatic Status,Greece,1827,reported,reported_account,diplomatic_negotiation,Oxford University And City Herald,1827-07-21,Unknown,London,FROM TUESDAY'S LONDON GAZETTE,newspaper_reprint,London Gazette -> Oxford University And City Herald,The information is a reprint from the London Gazette and presents a reported diplomatic stance without official confirmation.,False,
GREEK_INDEPENDENCE_1829_325E4A,GREEK_INDEPENDENCE_1829,diplomacy,Recognition of Greek Independence Negotiations,Greece,"August 31, 1829",reported,reported_account,diplomatic_negotiation,Edinburgh Evening Courant,Thursday 03 September 1829,Unknown,London,Official accounts have been received at the Pot. tuguese Embassy,official_dispatch,Unknown -> Portuguese Embassy -> London,"The information is based on official accounts received at an embassy but lacks explicit confirmation, indicating a reported status rather than confirmed.",False,
GREEK_WAR_OF_INDEPENDENCE_1821_C31FAE,GREEK_WAR_OF_INDEPENDENCE_1821,military_movement,Greek military advances in the Morea,Morea,1821,reported,reported_account,neutral_information,"Le Véridique : Journal Administratif, Judiciaire, Littéraire Du Département De Lhérault",1821-10-25,Montpellier,Corfu,On écrit des îles Ioniennes : Les affaires des Grecs moraïlcs s'améliorent,unknown,Corfu -> Montpellier,"The information is presented as reported news from the Ionian Islands without official confirmation, indicating moderate reliability but some uncertainty.",False,
GREEK_NAVAL_OPERATIONS_1822_06F7C4,GREEK_NAVAL_OPERATIONS_1822,naval_operation,Greek naval activity in the Gulf of Salonica,Gulf of Salonica,1822-11-04,reported,reported_account,military_strategic,Le Mémorial Bordelais : Feuille Politique Et Littéraire,1822-11-04,Bordeaux,Thessaloniki,,unknown,Thessaloniki -> Bordeaux,"The information is presented as observed and includes a formal order, but lacks explicit official confirmation or named sources.",False,
INTERNAL_GREEK_AFFAIRS_1831_861C25,INTERNAL_GREEK_AFFAIRS_1831,political_development,Internal Greek Affairs and Political Divisions,Greece,1831,editorial_comment,editorial_comment,unclear,Nouvelle Revue Germanique : Recueil Littéraire Et Scientifique / Publié Par Une Société Dhommes De Lettres Français Et Étrangers,1831-09-01,Unknown,Munich,,unknown,,The text is an editorial commentary reflecting personal observations and opinions rather than a direct news report or official confirmation.,False,
GREEK_NAVAL_OPERATIONS_1829_5E4A1A,GREEK_NAVAL_OPERATIONS_1829,military_movement,Greek naval blockade in the Gulf of Volo,Gulf of Volo,1829,reported,reported_account,military_strategic,Lécho Français,1829-08-06,Paris,Smyrna,On assure qu’une frégate sière dans le golfe de Volo,unknown,Smyrna -> Paris,"The information is presented as reported and not officially confirmed, relying on assurances and indirect references.",False,
MISSOLONGHII_FALL_APRIL_1826_2810A2,MISSOLONGHI_FALL_APRIL_1826,fall,Fall of Missolonghi,Missolonghi,night of the dead ult.,reported,reported_account,military_strategic,The Times,1826-05-16,London,Paris,,unknown,Paris -> London,"The information is based on secondhand accounts from Paris correspondents and prior public statements, indicating reported but not confirmed news.",False,
GREEK_INDEPENDENCE_DIPLOMACY_1830_C3FB4E,GREEK_INDEPENDENCE_DIPLOMACY_1830,diplomacy,Negotiations on Greek Independence,Napoli,4th (16th) April 1830,reported,reported_account,diplomatic_negotiation,Atlas,Sunday 30 May 1830,Alger,Naples,a late letter from Grenada states that a privatr ... Provisional Government of Greece to the C 01141111: nieations made,letter,Grenada -> Napoli,"The information is based on a letter reporting communications from Greek plenipotentiaries, indicating a reported diplomatic negotiation without official confirmation.",False,
UNCLEAR_1828_FB6EAF,,unclear,,,,editorial_comment,editorial_comment,neutral_information,Caledonian Mercury,1828-04-07,Midlothian,London,,unknown,,The text is an editorial questioning the status of Greek piracy claims without providing concrete news or confirmation.,False,
GREEK_INDEPENDENCE_DIPLOMACY_1827_9A83DC,GREEK_INDEPENDENCE_DIPLOMACY_1827,diplomacy,French Ambassador's Position on Greek Proposals,Constantinople,7 mars,reported,reported_account,diplomatic_negotiation,Létoile : Journal Du Soir,1827-04-05,Paris,Bucharest,(Par Bucharest.),unknown,Bucharest -> Constantinople -> Paris,"The information is reported via Bucharest and attributed to L'Étoile newspaper, indicating it is a secondhand report with some uncertainty.",False,
GREEK_INDEPENDENCE_DIPLOMACY_1830_C3FB4E,GREEK_INDEPENDENCE_DIPLOMACY_1830,diplomacy,Declaration of Greek Independence in London Conferences,London,late 1829 or early 1830 (implied by publication date 1830-01-02),reported,reported_account,diplomatic_negotiation,Morning Herald,1830-01-02,London,Vienna,Vienna that he carried to Sir Robert Gordon the final result of the late conferences in London,private_correspondence,Vienna -> London,"The information is based on a reported private communication and uses cautious language, indicating it is not officially confirmed.",False,
GREEK_WAR_OF_INDEPENDENCE_1821_C31FAE,GREEK_WAR_OF_INDEPENDENCE_1821,military_movement,Ypsilanti crossing the Danube and Greek capture of Galatz fortress,Galatz,14 avril,reported,reported_account,military_strategic,Le Courrier Français,1821-05-20,Paris,Jassy,,unknown,Jassy -> Paris,The information is presented as reported news with some confirmation language but lacks official confirmation or multiple sources.,False,
UNCLEAR_1824_B440F7,,unclear,,,,reported,reported_account,neutral_information,Caledonian Mercury,1824-07-03,Midlothian,Missolonghi,A private letter from IHlissulonrghi ...,private_correspondence,Missolonghi -> Newcastle -> Caledonian Mercury,"The information is based on a private letter and French newspapers, indicating a reported but not confirmed status.",False,
PHILHELLENISM_FUNDRAISING_1826_03B651,PHILHELLENISM_FUNDRAISING_1826,finance,Philhellenic Fundraising in Troyes,Troyes,1826-04-22,reported,reported_account,humanitarian_urgency,Le Constitutionnel,1826-04-22,Paris,Troyes,"On apprend de Troyes, qu'indépendamment des souscriptions déjà faites en faveur des Grecs",unknown,Troyes -> Paris,"The information is a secondhand report of fundraising efforts for Greeks, without official confirmation.",False,
MISSOLONGHII_FALL_APRIL_1826_2810A2,MISSOLONGHI_FALL_APRIL_1826,fall,Fall of Missolonghi,Missolonghi,22 avril 1826,reported,reported_account,ottoman_barbarity,"Feuille Daffiches, Annonces Et Avis Divers De Valenciennes",1826-05-20,Unknown,Valenciennes,Cette déplorable nouvelle est arrivé le 12 mai au soir,newspaper_reprint,"Missolonghi -> Petites affiches, annonces et avis divers de Valenciennes -> Feuille Daffiches, Annonces Et Avis Divers De Valenciennes","The information is a reported account from a regional newspaper reprinting news received on 12 May about the fall of Missolonghi on 22 April, with some claims of authenticity but no official confirmation.",False,
GREEK_WAR_OF_INDEPENDENCE_1825_446895,GREEK_WAR_OF_INDEPENDENCE_1825,atrocity,Butchering of Turkish prisoners by Greeks,Greece,,reported,reported_account,ottoman_barbarity,Morning Herald (London),Wednesday 14 September 1825,London,Hydra,"I have learned from an Englishman, a great admirer of the Greeks, who has just arrived from Hydra",oral_report,Hydra -> London,"The information is based on a single, secondhand oral report from an Englishman recently arrived from Hydra, lacking official confirmation.",False,
GREECE_UNCLEAR_1827_6A56D7,,unclear,,Greece,,editorial_comment,editorial_comment,humanitarian_urgency,Bristol Mercury,1827-11-12,Bristol,France,,unknown,France -> Bristol,"The text is a partial editorial comment citing French papers, expressing a pro-Greek stance without reporting specific confirmed events.",False,
GREEK_INDEPENDENCE_1821_0926A5,GREEK_INDEPENDENCE_1821,atrocity,Massacres of Greeks in Constantinople,Constantinople,1821,reported,reported_account,ottoman_barbarity,Gazette de France,1821-08-04,Paris,Odessa,Les amis d'Ypsilanti ont répandu à Odessa une décla- ration des insurgés grecs,newspaper_reprint,Odessa -> Paris,"The information is based on a declaration spread by Greek insurgents' supporters in Odessa and reports of massacres, indicating reported but not confirmed events.",False,
GREEK_INDEPENDENCE_DIPLOMACY_1828_A77F38,GREEK_INDEPENDENCE_DIPLOMACY_1828,diplomacy,Treaty of London and Greek Independence,Greece,"May 3, 1828",reported,reported_account,diplomatic_negotiation,London Courier and Evening Gazette,Tuesday 20 May 1828,London,St. Petersburg,"GERMAN PAPERS. St. Potersburgh, May 3.",newspaper_reprint,St. Petersburg -> London,"The information is a reprint of German papers from St. Petersburg expressing hopes and anxieties about Greek independence, indicating a reported diplomatic discussion rather than confirmed facts.",False,
UNCLEAR_1824_B440F7,,unclear,,,,reported,reported_account,revolutionary_disorder,Saunderss News-Letter,1824-06-05,Unknown,Lund,"The publication of the MORNING HERALD, yesterday, commenced at half-past Five, and finished at Nine",newspaper_reprint,Lund -> Unknown,"The information is based on a newspaper article whose reliability is questioned within the text, indicating possible bias favoring the Greeks.",False,
GREEK_INDEPENDENCE_1828_056C05,GREEK_INDEPENDENCE_1828,political_development,Uncertainty over Greek independence arrangement,Greece,1828,rumor,rumor_wave,unclear,Hull Packet,1828-06-10,Yorkshire,Corfu,,unknown,Corfu -> Yorkshire,"The information expresses uncertainty about Greece's independence status and lacks confirmation, indicating it is a rumor.",False,
INTERNAL_GREEK_AFFAIRS_1831_861C25,INTERNAL_GREEK_AFFAIRS_1831,political_development,Melancholy accounts from Greece,Greece,"October 11, 1831",reported,reported_account,revolutionary_disorder,Albion and the Star,Monday 31 October 1831,Unknown,Vienna,"VIENNA, OCT. 111.—The accounts from Greece arc still very melancholy",unknown,Greece -> Vienna -> UK,The information is a secondhand report from Vienna citing melancholy accounts from Greece without official confirmation.,False,
MISSOLONGHII_SIEGE_1825_7814A1,MISSOLONGHI_SIEGE_1825,military_movement,Military operations around Missolonghi,Missolonghi,"1 septembre, 7 septembre",reported,reported_account,military_strategic,Gazette de France,"Corfou, 17 septembre",Paris,Missolonghi,"Des voyageurs, arrivés hier de Prevesa, rapportent que",oral_report,Missolonghi -> Prevesa -> Corfu -> Paris,"The information is based on a regional newspaper and traveler reports, indicating a reported but not officially confirmed military situation.",False,
GREEK_INDEPENDENCE_1830_F81286,GREEK_INDEPENDENCE_1830,diplomacy,Greek Independence Armistice Agreement,Greece,January (year unclear),reported,reported_account,diplomatic_negotiation,Le Globe,1830-03-20,Paris,Augsburg,"The Gazette d'Augsburg of the 13th contains the protos.el of London, of January the .. ... communicated.",newspaper_reprint,London -> Augsburg -> Paris,"The information is a secondhand report from a London source as reprinted in a German newspaper, indicating moderate reliability but lacking official confirmation.",False,
GREEK_NAVAL_OPERATIONS_1824_33191A,GREEK_NAVAL_OPERATIONS_1824,naval_operation,Greek fleet near Tenedos capturing Turkish boats,Ténédos,1824-09-14,reported,reported_account,military_strategic,Journal Politique Et Littéraire Du Bas-Rhin,1824-09-14,Unknown,Smyrna,,unknown,Smyrna -> Journal Politique Et Littéraire Du Bas-Rhin,The information is a contemporaneous newspaper report likely based on news from Smyrna but lacks explicit official confirmation.,False,
GREEK_WAR_OF_INDEPENDENCE_1821_C31FAE,GREEK_WAR_OF_INDEPENDENCE_1821,political_development,Greek support and diplomatic tensions in Vienna,Vienna,1er septembre 1821,reported,reported_account,diplomatic_negotiation,Journal du Commerce,1821-09-17,Paris,Vienna,"Vienne, le 1er septembre.",unknown,Vienna -> Paris,The information is based on a dated report from Vienna with cautious language indicating uncertainty and no official confirmation.,False,
GREEK_WAR_INDEPENDENCE_1821_21710F,GREEK_WAR_INDEPENDENCE_1821,political_development,Greek insurgents expel British consul from Patras,"Patras, Peloponnese",26 avril 1821,reported,reported_account,diplomatic_negotiation,Le Mémorial Bordelais : Feuille Politique Et Littéraire,1821-09-16,Bordeaux,Malta,"Forcé par les vents, de se rendre à Malte, ce consul n'a pu encore revenir ici",ship,Patras -> Malte -> Bordeaux,"The information is based on a letter/note from the Greek senate and the British consul's situation, reflecting a reported diplomatic conflict but not official confirmation.",False,
GREEK_INDEPENDENCE_1827_D13FC2,GREEK_INDEPENDENCE_1827,political_development,Prospect of Greek Independence,Greece,"June 4, 1827",reported,reported_account,balance_of_power,Morning Chronicle,Friday 08 June 1827,London,London,,unknown,London,The information is a partial report reflecting market and political sentiment without explicit source or confirmation.,False,
GREEK_WAR_OF_INDEPENDENCE_1825_446895,GREEK_WAR_OF_INDEPENDENCE_1825,military_movement,Combined Fleet Departure and Movement against Greeks,Morée,17 octobre 1825,reported,reported_account,military_strategic,Gazette de France,"Trieste, 15 novembre",Paris,Alexandria,"Des lettres particulièrés d'Alexandrie, du 19 octobre, portent que la flotte combinée avait quitté ce port le 17",letter,Alexandrie -> Paris,"Information is based on letters from Alexandria reporting fleet movements, without official confirmation.",False,
GREEK_DIPLOMACY_1832_419123,GREEK_DIPLOMACY_1832,diplomacy,S. Canning's Special Mission to Constantinople,Constantinople,"February 10, 1832",reported,reported_account,diplomatic_negotiation,Public Ledger And Daily Advertiser,1832-02-10,London,Constantinople,,unknown,Constantinople -> London,"The information is based on expectation and supposition without official confirmation, indicating a reported but unconfirmed diplomatic mission.",False,
GREEK_INDEPENDENCE_RECOGNITION_1829_7CCAE9,GREEK_INDEPENDENCE_RECOGNITION_1829,diplomacy,Recognition of Greek Independence,Greece,1829,reported,reported_account,diplomatic_negotiation,Bombay Gazette,1829-09-02,Maharashtra,Constantinople,PRIVATE CORRESPONDENCE. OFFICIAL NEWB raom CONSTANTINOPLE,private_correspondence,Constantinople -> Maharashtra,The information is based on private correspondence from Constantinople and is presented as a report rather than official confirmation.,False,
GREEK_INDEPENDENCE_1829_325E4A,GREEK_INDEPENDENCE_1829,diplomacy,Sultan's consent to acknowledge Greek independence,Greece,1829,reported,reported_account,diplomatic_negotiation,Saint James's Chronicle,Tuesday 01 September 1829,London,Vienna,,unknown,Vienna -> London,The information is presented as hearsay with phrases indicating uncertainty and lacks official confirmation.,False,
GREEK_INDEPENDENCE_1829_325E4A,GREEK_INDEPENDENCE_1829,diplomacy,Modified independence of Greece with larger boundary,Greece (Arta and Volo),"Oct 11, 1829",reported,reported_account,diplomatic_negotiation,Englishman,Sunday 11 October 1829,London,Brighton,,unknown,Brighton -> London,The information is a partial report referencing diplomatic questions and treaty articles without explicit confirmation or named sources.,False,
GREEK_WAR_OF_INDEPENDENCE_1823_52BD10,GREEK_WAR_OF_INDEPENDENCE_1823,military_movement,Greek Campaign in Macedonia and Thessaly 1823,"Macedonia, Thessaly",1823,reported,reported_account,military_strategic,Létoile : Journal Du Soir,1823-11-16,Paris,Macedonia,"D'après les nouvelles les plus récentes de la Macédoine, de laThessalie et des îles",unknown,Macedonia -> Paris,"The information is based on recent but unspecified news reports without official confirmation, mixing military success claims with anecdotal reports of atrocities.",False,
GREEK_INTERNAL_AFFAIRS_1832_392144,GREEK_INTERNAL_AFFAIRS_1832,political_development,Greek search for a King amid civil war,Greece,"May 16, 1832",reported,reported_account,revolutionary_disorder,Albion and the Star,Thursday 17 May 1832,Unknown,Antwerp,"du Commerce of Antwerp, May 16.",newspaper_reprint,Greece -> Antwerp -> UK,"The information is a secondhand report from Antwerp newspapers, indicating uncertainty and no official confirmation.",False,
INTERNAL_GREEK_AFFAIRS_1828_0697F4,INTERNAL_GREEK_AFFAIRS_1828,political_development,Greek Independence Recognition and War Expenses,Greece,1828,reported,reported_account,financial_state_building,Saint James's Chronicle,Thursday 02 October 1828,London,Hamburgh,,unknown,Hamburgh -> London,"Information is based on a newspaper report citing Hamburgh papers without official confirmation, indicating a reported account.",False,
INTERNAL_GREEK_AFFAIRS_1828_0697F4,INTERNAL_GREEK_AFFAIRS_1828,political_development,Internal political unrest in Greece,Greece,9th ult.,reported,reported_account,revolutionary_disorder,Globe,Friday 21 November 1828,Paris,Smyrna,on the u from Smyrna this morning to the 9th ult.,unknown,Smyrna -> Paris,"The information is based on a report from Smyrna with vague and incomplete details, indicating uncertainty.",True,"Text is fragmentary and partially illegible, making interpretation uncertain."
GREEK_INDEPENDENCE_DIPLOMACY_1828_A77F38,GREEK_INDEPENDENCE_DIPLOMACY_1828,diplomacy,Proposed Overture to the Porte for Greek Independence,Corfu,1828,rumor,reported_account,diplomatic_negotiation,Waterford Chronicle,Saturday 31 May 1828,Unknown,Corfu,"When the tliree Ministers of the Allied Powers meet at Corfu, another overture will, it said, made to the Porte",unknown,Corfu,"The information is presented as a reported intention or rumor without official confirmation, indicated by phrases like 'it said'.",False,
GREEK_LOAN_1824_9DF4B1,GREEK_LOAN_1824,finance,"Greek Loan of 800,000/. Stock",Greece,1824,reported,reported_account,financial_state_building,English Chronicle And Whitehall Evening Post,1824-02-21,London,London,appeared in an Evening Opposition paper of yesterday,newspaper_reprint,London -> London,"The information is based on a newspaper report citing another newspaper, indicating a secondary report without official confirmation.",False,
GREEK_WAR_OF_INDEPENDENCE_1829_1BAC70,GREEK_WAR_OF_INDEPENDENCE_1829,military_movement,Turkish troops re-enter Livadia and preparations at Isthmus of Corinth,"Livadia, Isthmus of Corinth",1829,reported,reported_account,military_strategic,Gazette de France,1829-03-10,Paris,Livadie,On apprend de Livadia que les Turcs chassés d’abord par les ’ Grecs,unknown,Livadia -> Paris,"The information is presented as received news and rumors without official confirmation, indicating moderate reliability.",False,
GREEK_WAR_OF_INDEPENDENCE_1825_446895,GREEK_WAR_OF_INDEPENDENCE_1825,military_movement,Egyptian fleet movement to Candie and Morée,"Candie, Morée",17 juin 1825,reported,reported_account,military_strategic,L'Étoile : journal du soir,"Trieste, 4 juillet",Unknown,Trieste,"Des lettres particulières dignes de foi, reçues de Zante, en date du 17 juin",letter,Zante -> Trieste,Information is based on letters described as trustworthy but remains a report without official confirmation.,False,
GREEK_INDEPENDENCE_DIPLOMACY_1832_95F51A,GREEK_INDEPENDENCE_DIPLOMACY_1832,diplomacy,Convention relative to the sovereignty of Greece,London,"May 7, 1832",reported,reported_account,diplomatic_negotiation,The Times,1832-08-03,London,London,,unknown,London,The information is an official report presented to Parliament about the diplomatic decision to offer the Greek crown to Prince Frederick Otho of Bavaria.,False,
MISSOLONGHII_SIEGE_1826_0CD01D,MISSOLONGHI_SIEGE_1826,siege,Siege of Missolonghi,Missolonghi,,reported,reported_account,christian_suffering,Bibliographie De La France : Ou Journal Général De Limprimerie Et De La Librairie,1826-05-27,Unknown,Paris,Le comité grec de Paris vient de recevoir une lettre de M. Eynard dans laquelle il rend compte des dispositions,letter,Missolonghi -> Paris,"The information is based on a letter received by the Greek committee in Paris, indicating a reported account rather than official confirmation.",False,
GREEK_WAR_OF_INDEPENDENCE_1823_52BD10,GREEK_WAR_OF_INDEPENDENCE_1823,military_movement,Greek military movements after the fall of Corinth,"Thessalie, Macédoine, Corinthe, Etolie, Missolunghi, Négrepont, Karysto, Patras, Thermopyles, Attique, Acarnanie, Larisse",17 novembre 1823,reported,reported_account,military_strategic,Journal du Commerce,1823-12-06,Paris,Italy,"Des frontières d'Italie, le 17 novembre.",private_correspondence,Greece -> Italy -> Paris,"The information is a secondhand report dated 17 November from Italy, cited by the Journal du Commerce, indicating a reported account rather than official confirmation.",False,
MISSOLONGHII_SIEGE_APRIL_1826_330333,MISSOLONGHI_SIEGE_APRIL_1826,siege,Siege of Missolonghi,Missolonghi,"5, 6 et 7 avril 1826",reported,reported_account,military_strategic,La Quotidienne,1826-05-07,Paris,Zante,"On vient de me communiquer une lettre de Zante, sous la date du 11 de ce mois",letter,Zante -> Paris,Information is based on a letter from Zante by a source considered credible but not official confirmation.,False,
GREEK_NAVAL_OPERATIONS_1825_C3BE13,GREEK_NAVAL_OPERATIONS_1825,naval_operation,Greek fleet sighting near Cerigo,île de Cérigo (ancienne Cithère),1825,reported,reported_account,military_strategic,Gazette d'Angsbourg,"Odessa, 11 avril.",Unknown,Constantinople,Nous avons reçu de Constantinoplemème une longue suite de gazettes grecques.,newspaper_reprint,Constantinople -> Gazette d'Angsbourg,The information is based on Greek newspapers received from Constantinople and includes unconfirmed reports of a Greek fleet sighting.,False,
GREEK_INDEPENDENCE_DIPLOMACY_1828_A77F38,GREEK_INDEPENDENCE_DIPLOMACY_1828,diplomacy,Conferences on the pacification and independence of Greece,Greece,1828,reported,reported_account,diplomatic_negotiation,London Packet and New Lloyd's Evening Post,Wednesday 13 August 1828,London,London,"The Pabllcatlon of the MORNING HERALD, yesterday, commenced at Five, and finished at Eight",newspaper_reprint,London -> London,"Information is based on a newspaper reprint of the Morning Herald and indicates anticipated diplomatic conferences and ongoing military blockade, but lacks official confirmation.",False,
GREEK_WAR_OF_INDEPENDENCE_1827_FB2564,GREEK_WAR_OF_INDEPENDENCE_1827,military_movement,Greek struggle for independence,Greece,1827,reported,reported_account,military_strategic,La Belle Assemblée,Friday 01 June 1827,London,Levant,Every arrival from the Levant will henceforward be anxiously looked,ship,Levant -> London,"The information is a reported account expressing hopeful predictions without official confirmation, based on arrivals from the Levant.",False,
GREEK_WAR_OF_INDEPENDENCE_1828_F19801,GREEK_WAR_OF_INDEPENDENCE_1828,diplomacy,Diplomatic negotiations on Greek question and Ionian Islands,"Corfu, Constantinople, Ionian Islands",23 mars 1828,reported,reported_account,diplomatic_negotiation,"Journal De Lot-Et-Garonne : [Puis Politique, Administratif, Littéraire, Dannonces Judiciaires Et Davis Divers Puis Feuille Des Mairies, Administrative, Politique, Commerciale Et Dannonces Judiciaires]",1828-04-23,Unknown,Trieste,On reçoit par un bâtiment autrichien des nouvelles de Corfou en daté du 23 mars,ship,Corfou -> Trieste,"The information is based on received news and rumors transmitted via an Austrian ship to Trieste, with no official confirmation.",False,
GREEK_WAR_OF_INDEPENDENCE_1821_C31FAE,GREEK_WAR_OF_INDEPENDENCE_1821,naval_operation,Capture of Ottoman ship carrying Negri at Marseille,Marseille,1821-08-16,reported,reported_account,classical_inheritance,Le Constitutionnel,1821-08-16,Paris,Marseille,,unknown,Ottoman ship -> Marseille -> Le Constitutionnel (Paris),"The report is a newspaper account likely based on news arriving via Marseille, but lacks explicit official confirmation.",False,
GREEK_INDEPENDENCE_DIPLOMACY_1828_A77F38,GREEK_INDEPENDENCE_DIPLOMACY_1828,diplomacy,Treaty of London and Greek independence negotiations,Greece,"May 3, 1828",reported,reported_account,diplomatic_negotiation,London Courier,1828-05-20,London,St. Petersburg,"GERMAN PAPERS. St. Potersburgh, May 3.",newspaper_reprint,St. Petersburg -> London,"The information is a reprint of German papers from St. Petersburg expressing hopes about Greek independence, indicating a reported diplomatic stance rather than confirmed facts.",False,
GREECE_UNCLEAR_1825_2C591C,,unclear,,Greece,,editorial_comment,editorial_comment,christian_suffering,Morning Chronicle,Friday 21 January 1825,London,Paris,,unknown,Paris -> London,"The information is an editorial comment disputing assertions about an individual, not a direct news report.",False,
UNCLEAR_1827_C856DC,,unclear,,,,editorial_comment,editorial_comment,humanitarian_urgency,Leeds Intelligencer,Thursday 22 November 1827,Yorkshire,London,,unknown,London -> Yorkshire,The text is a partial editorial comment expressing sympathy for Greek independence rather than a direct news report.,False,
MISSOLONGHII_SIEGE_1826_0CD01D,MISSOLONGHI_SIEGE_1826,battle,Battle near Cérigo and Siege of Missolonghi,Cérigo and Missolonghi,Du 9,reported,reported_account,military_strategic,Journal du Commerce,1826-05-06,Paris,Malta,"Le capitaine a annonce aux autorines qu'n avait rencontré dans les eaux de Cérigo, la flotte grecque",oral_report,Malte -> Paris,"The information is based on a captain's announcement and expresses hope and expectation, indicating a reported but not fully confirmed account.",False,
GREEK_INDEPENDENCE_DIPLOMACY_1832_95F51A,GREEK_INDEPENDENCE_DIPLOMACY_1832,diplomacy,Appointment of Prince Otho of Bavaria as sovereign of Greece,Greece,1832,reported,reported_account,diplomatic_negotiation,Dorset County Chronicle,1832-04-05,Dorset,London,"Mr. Stratford Canning is charged, by the London Conference on the affairs of Greece, to acquaint the Porte with the",official_dispatch,London Conference -> Porte,"The information is based on a report of a diplomatic charge from the London Conference, with some presumption about the Porte's reaction, indicating a reported but not confirmed status.",False,
GREEK_INDEPENDENCE_DIPLOMACY_1828_A77F38,GREEK_INDEPENDENCE_DIPLOMACY_1828,diplomacy,Allied Ambassadors to Reassemble at Corfu,Corfu,1828,reported,reported_account,diplomatic_negotiation,Bell's Weekly Messenger,Sunday 04 May 1828,London,Corfu,,unknown,Corfu -> London,The information is a secondhand report citing other newspapers and indicates intentions rather than confirmed actions.,False,
UNCLEAR_1824_B440F7,,unclear,,,,reported,reported_account,unclear,Birmingham Chronicle,1824-01-22,Warwickshire,Marseille,"extract of letter from an eminent Greek patriot, resident at Marseilles, to a friend of liii in this country",letter,Marseilles -> Warwickshire,"Information is based on a letter from a Greek patriot residing in Marseilles, indicating a secondhand report rather than official confirmation.",False,
NAVARINO_BATTLE_1827_CE0A21,NAVARINO_BATTLE_1827,naval_operation,Battle of Navarino,Mediterranean,,reported,reported_account,military_strategic,Barbadian,Friday 10 October 1828,Barbados,France,,unknown,France -> Barbados,Information is based on French newspaper reports and lacks explicit official confirmation.,False,
GREEK_NAVAL_OPERATIONS_1825_C3BE13,GREEK_NAVAL_OPERATIONS_1825,naval_operation,Greek naval attacks on Ottoman fleet,Constantinople,1825,reported,reported_account,military_strategic,Gazette de France,"France, 1825-07-19",Paris,Constantinople,On assurait généralement à Constantinople que ses forces navales avaient déja été réduites à la moitié.,oral_report,Constantinople -> Paris,The information is presented as generally assured rumors from Constantinople without official confirmation.,False,
PHILHELLENISM_1827_5C954F,PHILHELLENISM_1827,finance,Subscription for Greek cause May 1827,Paris,May 1827,reported,reported_account,humanitarian_urgency,Niederrheinischer Kurier,1827-06-28,Strasbourg,Paris,On lit dans le Morning-Post: jondre aux autres puissances et a envoyer une partie de sa flotte,newspaper_reprint,Paris -> Strasbourg,"The information is a newspaper reprint citing the Morning-Post and reports a subscription fundraising and political support for Greeks, without official confirmation.",False,
GREEK_NAVAL_OPERATIONS_1828_8D15A5,GREEK_NAVAL_OPERATIONS_1828,naval_operation,Greek armed vessels cruising Morea coast,Morea,this morning (14 May 1828),reported,reported_account,military_strategic,Morning Advertiser,Wednesday 14 May 1828,London,Cerigo,"Dispatches have beeu received at the Foreign Office, this morning, from Viscount Granville",official_dispatch,Cerigo -> London,"Information is based on official dispatches received from an ambassador, indicating a reliable but not fully confirmed report.",False,
GREEK_WAR_OF_INDEPENDENCE_1826_C06203,GREEK_WAR_OF_INDEPENDENCE_1826,military_movement,Turkish control over Eastern and Western Greece,"Eastern and Western Greece, citadel of Athens",OCT. 10,reported,reported_account,revolutionary_disorder,The Times,1826-10-14,London,London,Aiesthrian O. sverver states,unknown,Aiesthrian O. sverver -> London,"Information is based on a statement from a source named 'Aiesthrian O. sverver' without official confirmation, indicating a reported account rather than confirmed fact.",False,
GREEK_NAVAL_OPERATIONS_1825_C3BE13,GREEK_NAVAL_OPERATIONS_1825,naval_operation,Greek naval pursuit near Mitylène,between d'Α. gnusan (south of Mitylène) and Karaburnu,5 October 1825,reported,reported_account,military_strategic,Le Télégraphe,Unknown,Unknown,Psara,nous apprîmes de notre avant-garde,oral_report,Psara -> Le Télégraphe,"The information is a reported account from the Greek squadron commander relayed by the avant-garde, indicating moderate certainty but no official confirmation.",False,
GREEK_WAR_OF_INDEPENDENCE_1823_52BD10,GREEK_WAR_OF_INDEPENDENCE_1823,battle,Greek victory near Agrapha,Agrapha,1823,reported,reported_account,military_strategic,Niederrheinischer Kurier,1823-09-25,Strasbourg,Italy,d’après leur contenu,unknown,Italy -> Strasbourg,"The information is presented as reported content and hearsay without official confirmation, indicating moderate uncertainty.",False,
